"","category","term","ontology"
"11913","GO:0071711","basement membrane organization","BP"
"11914","GO:0071712","ER-associated misfolded protein catabolic process","BP"
"11915","GO:0071713","para-aminobenzoyl-glutamate hydrolase activity","MF"
"11916","GO:0071714","icosanoid transmembrane transporter activity","MF"
"11917","GO:0071716","leukotriene transport","BP"
"11918","GO:0071731","response to nitric oxide","BP"
"11919","GO:0071732","cellular response to nitric oxide","BP"
"11920","GO:0071733","transcriptional activation by promoter-enhancer looping","BP"
"11921","GO:0071763","nuclear membrane organization","BP"
"11922","GO:0071766","Actinobacterium-type cell wall biogenesis","BP"
"11923","GO:0071768","mycolic acid biosynthetic process","BP"
"11924","GO:0071770","DIM/DIP cell wall layer assembly","BP"
"11925","GO:0071774","response to fibroblast growth factor","BP"
"11926","GO:0071782","endoplasmic reticulum tubular network","CC"
"11927","GO:0071786","endoplasmic reticulum tubular network organization","BP"
"11928","GO:0071787","endoplasmic reticulum tubular network formation","BP"
"11929","GO:0071793","bacillithiol biosynthetic process","BP"
"11930","GO:0071795","K11-linked polyubiquitin modification-dependent protein binding","MF"
"11931","GO:0071796","K6-linked polyubiquitin modification-dependent protein binding","MF"
"11932","GO:0071797","LUBAC complex","CC"
"11933","GO:0071799","cellular response to prostaglandin D stimulus","BP"
"11934","GO:0071800","podosome assembly","BP"
"11935","GO:0071801","regulation of podosome assembly","BP"
"11936","GO:0071803","positive regulation of podosome assembly","BP"
"11937","GO:0071805","potassium ion transmembrane transport","BP"
"11938","GO:0071806","protein transmembrane transport","BP"
"11939","GO:0071816","tail-anchored membrane protein insertion into ER membrane","BP"
"11940","GO:0071817","MMXD complex","CC"
"11941","GO:0071819","DUBm complex","CC"
"11942","GO:0071836","nectar secretion","BP"
"11943","GO:0071837","HMG box domain binding","MF"
"11944","GO:0071849","G1 cell cycle arrest in response to nitrogen starvation","BP"
"11945","GO:0071850","mitotic cell cycle arrest","BP"
"11947","GO:0071863","regulation of cell proliferation in bone marrow","BP"
"11948","GO:0071872","cellular response to epinephrine stimulus","BP"
"11949","GO:0071875","adrenergic receptor signaling pathway","BP"
"11950","GO:0071880","adenylate cyclase-activating adrenergic receptor signaling pathway","BP"
"11951","GO:0071885","N-terminal protein N-methyltransferase activity","MF"
"11952","GO:0071887","leukocyte apoptotic process","BP"
"11953","GO:0071889","14-3-3 protein binding","MF"
"11954","GO:0071890","bicarbonate binding","MF"
"11955","GO:0071894","histone H2B conserved C-terminal lysine ubiquitination","BP"
"11956","GO:0071896","protein localization to adherens junction","BP"
"11957","GO:0071897","DNA biosynthetic process","BP"
"11958","GO:0071900","regulation of protein serine/threonine kinase activity","BP"
"11959","GO:0071901","negative regulation of protein serine/threonine kinase activity","BP"
"11960","GO:0071902","positive regulation of protein serine/threonine kinase activity","BP"
"11961","GO:0071907","determination of digestive tract left/right asymmetry","BP"
"11962","GO:0071908","determination of intestine left/right asymmetry","BP"
"11963","GO:0071909","determination of stomach left/right asymmetry","BP"
"11964","GO:0071910","determination of liver left/right asymmetry","BP"
"11965","GO:0071916","dipeptide transmembrane transporter activity","MF"
"11966","GO:0071917","triose-phosphate transmembrane transporter activity","MF"
"11967","GO:0071918","urea transmembrane transport","BP"
"11968","GO:0071920","cleavage body","CC"
"11969","GO:0071921","cohesin loading","BP"
"11970","GO:0071926","endocannabinoid signaling pathway","BP"
"11971","GO:0071929","alpha-tubulin acetylation","BP"
"11972","GO:0071930","negative regulation of transcription involved in G1/S transition of mitotic cell cycle","BP"
"11973","GO:0071931","positive regulation of transcription involved in G1/S transition of mitotic cell cycle","BP"
"11974","GO:0071932","replication fork reversal","BP"
"11975","GO:0071933","Arp2/3 complex binding","MF"
"11976","GO:0071934","thiamine transmembrane transport","BP"
"11977","GO:0071936","coreceptor activity involved in Wnt signaling pathway","MF"
"11978","GO:0071940","fungal-type cell wall assembly","BP"
"11979","GO:0071942","XPC complex","CC"
"11980","GO:0071944","cell periphery","CC"
"11981","GO:0071947","protein deubiquitination involved in ubiquitin-dependent protein catabolic process","BP"
"11982","GO:0071949","FAD binding","MF"
"11983","GO:0071958","new mitotic spindle pole body","CC"
"11984","GO:0071962","mitotic sister chromatid cohesion, centromeric","BP"
"11985","GO:0071963","establishment or maintenance of cell polarity regulating cell shape","BP"
"11986","GO:0071966","fungal-type cell wall polysaccharide metabolic process","BP"
"11987","GO:0071970","fungal-type cell wall (1->3)-beta-D-glucan biosynthetic process","BP"
"11988","GO:0071972","peptidoglycan L,D-transpeptidase activity","MF"
"11989","GO:0071978","bacterial-type flagellum-dependent swarming motility","BP"
"11990","GO:0071985","multivesicular body sorting pathway","BP"
"11991","GO:0071986","Ragulator complex","CC"
"11992","GO:0071987","WD40-repeat domain binding","MF"
"11993","GO:0071996","glutathione transmembrane import into vacuole","BP"
"11994","GO:0072006","nephron development","BP"
"11995","GO:0072013","glomus development","BP"
"11996","GO:0072014","proximal tubule development","BP"
"11997","GO:0072015","glomerular visceral epithelial cell development","BP"
"11998","GO:0072019","proximal convoluted tubule development","BP"
"11999","GO:0072070","loop of Henle development","BP"
"12000","GO:0072073","kidney epithelium development","BP"
"12001","GO:0072079","nephron tubule formation","BP"
"12002","GO:0072089","stem cell proliferation","BP"
"12003","GO:0072091","regulation of stem cell proliferation","BP"
"12004","GO:0072092","ureteric bud invasion","BP"
"12005","GO:0072104","glomerular capillary formation","BP"
"12006","GO:0072114","pronephros morphogenesis","BP"
"12007","GO:0072116","pronephros formation","BP"
"12008","GO:0072133","metanephric mesenchyme morphogenesis","BP"
"12009","GO:0072134","nephrogenic mesenchyme morphogenesis","BP"
"12010","GO:0072137","condensed mesenchymal cell proliferation","BP"
"12011","GO:0072156","distal tubule morphogenesis","BP"
"12012","GO:0072189","ureter development","BP"
"12013","GO:0072249","metanephric glomerular visceral epithelial cell development","BP"
"12014","GO:0072274","metanephric glomerular basement membrane development","BP"
"12015","GO:0072285","mesenchymal to epithelial transition involved in metanephric renal vesicle formation","BP"
"12016","GO:0072300","positive regulation of metanephric glomerulus development","BP"
"12017","GO:0072307","regulation of metanephric nephron tubule epithelial cell differentiation","BP"
"12018","GO:0072318","clathrin coat disassembly","BP"
"12019","GO:0072321","chaperone-mediated protein transport","BP"
"12020","GO:0072327","vulval cell fate specification","BP"
"12021","GO:0072332","intrinsic apoptotic signaling pathway by p53 class mediator","BP"
"12022","GO:0072334","UDP-galactose transmembrane transport","BP"
"12023","GO:0072341","modified amino acid binding","MF"
"12024","GO:0072344","rescue of stalled ribosome","BP"
"12025","GO:0072345","NAADP-sensitive calcium-release channel activity","MF"
"12026","GO:0072350","tricarboxylic acid metabolic process","BP"
"12028","GO:0072359","circulatory system development","BP"
"12029","GO:0072375","medium-term memory","BP"
"12030","GO:0072380","TRC complex","CC"
"12031","GO:0072382","minus-end-directed vesicle transport along microtubule","BP"
"12032","GO:0072383","plus-end-directed vesicle transport along microtubule","BP"
"12033","GO:0072384","organelle transport along microtubule","BP"
"12034","GO:0072386","plus-end-directed organelle transport along microtubule","BP"
"12035","GO:0072387","flavin adenine dinucleotide metabolic process","BP"
"12036","GO:0072422","signal transduction involved in DNA damage checkpoint","BP"
"12037","GO:0072423","response to DNA damage checkpoint signaling","BP"
"12038","GO:0072425","signal transduction involved in G2 DNA damage checkpoint","BP"
"12039","GO:0072428","signal transduction involved in intra-S DNA damage checkpoint","BP"
"12040","GO:0072429","response to intra-S DNA damage checkpoint signaling","BP"
"12041","GO:0072431","signal transduction involved in mitotic G1 DNA damage checkpoint","BP"
"12042","GO:0072432","response to G1 DNA damage checkpoint signaling","BP"
"12043","GO:0072434","signal transduction involved in mitotic G2 DNA damage checkpoint","BP"
"12044","GO:0072477","signal transduction involved in mitotic spindle checkpoint","BP"
"12045","GO:0072480","signal transduction involved in mitotic spindle assembly checkpoint","BP"
"12046","GO:0072487","MSL complex","CC"
"12047","GO:0072488","ammonium transmembrane transport","BP"
"12048","GO:0072494","host multivesicular body","CC"
"12049","GO:0072499","photoreceptor cell axon guidance","BP"
"12050","GO:0072518","Rho-dependent protein serine/threonine kinase activity","MF"
"12051","GO:0072520","seminiferous tubule development","BP"
"12052","GO:0072531","pyrimidine-containing compound transmembrane transport","BP"
"12053","GO:0072534","perineuronal net","CC"
"12054","GO:0072537","fibroblast activation","BP"
"12055","GO:0072539","T-helper 17 cell differentiation","BP"
"12056","GO:0072541","peroxynitrite reductase activity","MF"
"12057","GO:0072542","protein phosphatase activator activity","MF"
"12058","GO:0072546","ER membrane protein complex","CC"
"12059","GO:0072553","terminal button organization","BP"
"12060","GO:0072558","NLRP1 inflammasome complex","CC"
"12061","GO:0072559","NLRP3 inflammasome complex","CC"
"12062","GO:0072562","blood microparticle","CC"
"12063","GO:0072571","mono-ADP-D-ribose binding","MF"
"12064","GO:0072574","hepatocyte proliferation","BP"
"12065","GO:0072576","liver morphogenesis","BP"
"12066","GO:0072579","glycine receptor clustering","BP"
"12067","GO:0072582","17-beta-hydroxysteroid dehydrogenase (NADP+) activity","MF"
"12068","GO:0072583","clathrin-dependent endocytosis","BP"
"12069","GO:0072584","caveolin-mediated endocytosis","BP"
"12070","GO:0072587","DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activator activity","MF"
"12071","GO:0072592","oxygen metabolic process","BP"
"12072","GO:0072593","reactive oxygen species metabolic process","BP"
"12073","GO:0072594","establishment of protein localization to organelle","BP"
"12074","GO:0072657","protein localization to membrane","BP"
"12075","GO:0072659","protein localization to plasma membrane","BP"
"12076","GO:0072660","maintenance of protein location in plasma membrane","BP"
"12077","GO:0072665","protein localization to vacuole","BP"
"12078","GO:0072666","establishment of protein localization to vacuole","BP"
"12079","GO:0072669","tRNA-splicing ligase complex","CC"
"12080","GO:0072671","mitochondria-associated ubiquitin-dependent protein catabolic process","BP"
"12081","GO:0072672","neutrophil extravasation","BP"
"12082","GO:0072673","lamellipodium morphogenesis","BP"
"12083","GO:0072674","multinuclear osteoclast differentiation","BP"
"12084","GO:0072675","osteoclast fusion","BP"
"12085","GO:0072676","lymphocyte migration","BP"
"12086","GO:0072678","T cell migration","BP"
"12087","GO:0072684","mitochondrial tRNA 3'-trailer cleavage, endonucleolytic","BP"
"12088","GO:0072686","mitotic spindle","CC"
"12089","GO:0072687","meiotic spindle","CC"
"12090","GO:0072697","protein localization to cell cortex","BP"
"12091","GO:0072702","response to methyl methanesulfonate","BP"
"12092","GO:0072708","response to sorbitol","BP"
"12093","GO:0072709","cellular response to sorbitol","BP"
"12094","GO:0072711","cellular response to hydroxyurea","BP"
"12095","GO:0072715","cellular response to selenite ion","BP"
"12096","GO:0072717","cellular response to actinomycin D","BP"
"12097","GO:0072718","response to cisplatin","BP"
"12098","GO:0072719","cellular response to cisplatin","BP"
"12099","GO:0072721","cellular response to dithiothreitol","BP"
"12100","GO:0072734","cellular response to staurosporine","BP"
"12101","GO:0072750","cellular response to leptomycin B","BP"
"12102","GO:0072755","cellular response to benomyl","BP"
"12103","GO:0072757","cellular response to camptothecin","BP"
"12104","GO:0075044","positive regulation by symbiont of host autophagy","BP"
"12105","GO:0075297","negative regulation of ascospore formation","BP"
"12106","GO:0075521","microtubule-dependent intracellular transport of viral material towards nucleus","BP"
"12107","GO:0075522","IRES-dependent viral translational initiation","BP"
"12108","GO:0075525","viral translational termination-reinitiation","BP"
"12109","GO:0075713","establishment of integrated proviral latency","BP"
"12110","GO:0075732","viral penetration into host nucleus","BP"
"12111","GO:0075733","intracellular transport of virus","BP"
"12112","GO:0080001","mucilage extrusion from seed coat","BP"
"12113","GO:0080008","Cul4-RING E3 ubiquitin ligase complex","CC"
"12114","GO:0080009","mRNA methylation","BP"
"12115","GO:0080020","regulation of coenzyme A biosynthetic process","BP"
"12116","GO:0080022","primary root development","BP"
"12117","GO:0080023","3R-hydroxyacyl-CoA dehydratase activity","MF"
"12118","GO:0080024","indolebutyric acid metabolic process","BP"
"12119","GO:0080025","phosphatidylinositol-3,5-bisphosphate binding","MF"
"12120","GO:0080027","response to herbivore","BP"
"12121","GO:0080028","nitrile biosynthetic process","BP"
"12122","GO:0080030","methyl indole-3-acetate esterase activity","MF"
"12123","GO:0080040","positive regulation of cellular response to phosphate starvation","BP"
